date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:47	1506/1506	---M--	200	added ('OK')	image/jpeg	etag:%228c02f-5e2-4c67f1945e580%22	http://lebellovidere.net/local/cache-vignettes/L41xH60/img_8981-42965.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L41xH60/img_8981-42965.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:48	1510/1510	---M--	200	added ('OK')	image/jpeg	etag:%228c030-5e6-4c67f1945e580%22	http://lebellovidere.net/local/cache-vignettes/L41xH60/img_9003-4df04.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L41xH60/img_9003-4df04.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:49	2628/2628	---M--	200	added ('OK')	image/jpeg	etag:%22ae016-a44-4c697aba63340%22	http://lebellovidere.net/local/cache-vignettes/L90xH60/img_8467-01-6e5df.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L90xH60/img_8467-01-6e5df.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:50	3049/3049	---M--	200	added ('OK')	image/jpeg	etag:%229a019-be9-4c697aba63340%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/img_8454-01-934ae.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/img_8454-01-934ae.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:51	2431/2431	---M--	200	added ('OK')	image/jpeg	etag:%229a01a-97f-4c697aba63340%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/img_8447-01-a4fa6.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/img_8447-01-a4fa6.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:52	2373/2373	---M--	200	added ('OK')	image/jpeg	etag:%229a01b-945-4c697abb57580%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/img_8433-01-ed626.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/img_8433-01-ed626.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:53	2799/2799	---M--	200	added ('OK')	image/jpeg	etag:%229a01c-aef-4c697abb57580%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/img_8370-01-9e1f0.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/img_8370-01-9e1f0.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:54	1616/1616	---M--	200	added ('OK')	image/jpeg	etag:%2211687a-650-4bf8688d49a40%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/arton32-1254b.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/arton32-1254b.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:55	2053/2053	---M--	200	added ('OK')	image/jpeg	etag:%22113875-805-4c04fb9343b40%22	http://lebellovidere.net/local/cache-vignettes/L43xH60/affiche-web-2-63e01.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L43xH60/affiche-web-2-63e01.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:56	1315/1315	---M--	200	added ('OK')	image/jpeg	etag:%22ac033-523-4c9039b1879c0%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/om--94-0f2c0.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/om--94-0f2c0.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:57	1496/1496	---M--	200	added ('OK')	image/jpeg	etag:%22ac034-5d8-4c9039b1879c0%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/om--79-3d162.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/om--79-3d162.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:58	1646/1646	---M--	200	added ('OK')	image/jpeg	etag:%229a029-66e-4c9039b1879c0%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/om--16-0105d.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/om--16-0105d.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:24:59	1546/1546	---M--	200	added ('OK')	image/jpeg	etag:%22b21dc-60a-4cb4b4f398cc0%22	http://lebellovidere.net/local/cache-vignettes/L44xH60/arton66-fff70.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L44xH60/arton66-fff70.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:00	1754/1754	---M--	200	added ('OK')	image/jpeg	etag:%2211654d-6da-4da650453de80%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/suiv--57-b2e14.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/suiv--57-b2e14.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:01	1133/1133	---M--	200	added ('OK')	image/jpeg	etag:%2210c1e6-46d-4da650453de80%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/suiv--54-75385.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/suiv--54-75385.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:02	1308/1308	---M--	200	added ('OK')	image/jpeg	etag:%2210c1e9-51c-4da650453de80%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/suiv--9-a-015e1.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/suiv--9-a-015e1.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:03	1553/1553	---M--	200	added ('OK')	image/jpeg	etag:%228c031-611-4cb4b4f398cc0%22	http://lebellovidere.net/local/cache-vignettes/L41xH60/arton67-56960.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L41xH60/arton67-56960.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:04	1308/1308	---M--	200	added ('OK')	image/jpeg	etag:%2210c1ea-51c-4da650453de80%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/tout--74-6e568.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/tout--74-6e568.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:05	1542/1542	---M--	200	added ('OK')	image/jpeg	etag:%2210c1f1-606-4da650453de80%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/tout--61-34814.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/tout--61-34814.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:06	1431/1431	---M--	200	added ('OK')	image/jpeg	etag:%2210c1f3-597-4da650453de80%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/tout--51-fda93.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/tout--51-fda93.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:07	1353/1353	---M--	200	added ('OK')	image/jpeg	etag:%2210c1f4-549-4da650453de80%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/tout--38-169e6.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/tout--38-169e6.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:08	1511/1511	---M--	200	added ('OK')	image/jpeg	etag:%22ac037-5e7-4cb4b4f398cc0%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/arton68-23703.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/arton68-23703.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:09	2235/2235	---M--	200	added ('OK')	image/jpeg	etag:%22116553-8bb-4da650453de80%22	http://lebellovidere.net/local/cache-vignettes/L91xH60/la-fin--96-8ef09.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L91xH60/la-fin--96-8ef09.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:10	1348/1348	---M--	200	added ('OK')	image/jpeg	etag:%2210c1f5-544-4da650453de80%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/la-fin--92-41f81.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/la-fin--92-41f81.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
14:25:11	1663/1663	---M--	200	added ('OK')	image/jpeg	etag:%2210c29f-67f-4da650453de80%22	http://lebellovidere.net/local/cache-vignettes/L40xH60/la-fin--20-3145c.jpg	/Volumes/web/lebellovidere-static/lebelo/lebellovidere.net/local/cache-vignettes/L40xH60/la-fin--20-3145c.jpg	(from http://lebellovidere.net/spip.php?page=artistes)
